csv_row	parliament_year	motion_path	exact_match	precision	recall	f1	true_positives	false_positives	false_negatives	gold_signee_count	xml_predicted_signee_count	miss_rate	coverage	extra_rate	gold_ids	xml_predicted_ids	true_positive_ids	false_positive_ids	false_negative_ids	xml_body_ids	xml_metadata_ids	body_metadata_agree	signature_item_count	unknown_signature_count	missing_who_count	non_swerik_who_values	metadata_placeholder_count	metadata_non_swerik_values	xml_read_error	motion
382	199394	data/199394/mot-199394-KrU-00306.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-XazZeCYyyq3u8LSAmNahPt	i-XazZeCYyyq3u8LSAmNahPt	i-XazZeCYyyq3u8LSAmNahPt			i-XazZeCYyyq3u8LSAmNahPt	i-XazZeCYyyq3u8LSAmNahPt	True	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/199394/mot-199394-KrU-00306.xml
383	199495	data/199495/mot-199495-AU-00803.xml	False	1.0	0.5	0.6666666666666666	3	0	3	6	3	0.5	0.5	0.0	i-5q7m7rZyufN9RHaGjB6GHh; i-6nbWfYQYwqJtM2XLoDTFkR; i-Kytbd3WZfQeKTPffXjTEpk; i-LB9Tn6B1RXiAHZEWEK1hYC; i-LzYBGnvuhNHdQ7LQKPA6UJ; i-QCRg2KTsg7cQV6CGsVeAfY	i-6nbWfYQYwqJtM2XLoDTFkR; i-Kytbd3WZfQeKTPffXjTEpk; i-LzYBGnvuhNHdQ7LQKPA6UJ	i-6nbWfYQYwqJtM2XLoDTFkR; i-Kytbd3WZfQeKTPffXjTEpk; i-LzYBGnvuhNHdQ7LQKPA6UJ		i-5q7m7rZyufN9RHaGjB6GHh; i-LB9Tn6B1RXiAHZEWEK1hYC; i-QCRg2KTsg7cQV6CGsVeAfY	i-6nbWfYQYwqJtM2XLoDTFkR; i-Kytbd3WZfQeKTPffXjTEpk; i-LzYBGnvuhNHdQ7LQKPA6UJ	i-5q7m7rZyufN9RHaGjB6GHh; i-6nbWfYQYwqJtM2XLoDTFkR; i-Kytbd3WZfQeKTPffXjTEpk; i-LB9Tn6B1RXiAHZEWEK1hYC; i-LzYBGnvuhNHdQ7LQKPA6UJ; i-QCRg2KTsg7cQV6CGsVeAfY	False	6	3	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/199495/mot-199495-AU-00803.xml
384	199495	data/199495/mot-199495-NU-00428.xml	True	1.0	1.0	1.0	2	0	0	2	2	0.0	1.0	0.0	i-82FJELMx7YFRYjpsFj8aw9; i-TySxi8Noi1UEFkA8wbbQTG	i-82FJELMx7YFRYjpsFj8aw9; i-TySxi8Noi1UEFkA8wbbQTG	i-82FJELMx7YFRYjpsFj8aw9; i-TySxi8Noi1UEFkA8wbbQTG			i-82FJELMx7YFRYjpsFj8aw9; i-TySxi8Noi1UEFkA8wbbQTG	i-82FJELMx7YFRYjpsFj8aw9; i-TySxi8Noi1UEFkA8wbbQTG	True	2	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/199495/mot-199495-NU-00428.xml
385	199495	data/199495/mot-199495-UbU-00035.xml	True	1.0	1.0	1.0	4	0	0	4	4	0.0	1.0	0.0	i-5XfRsyaqsbNGGG3spKFVTH; i-EfLrWUocZwsV2PVnPdzohZ; i-MgqyLN2yypWAiyHpLmZGkg; i-TtTt6tncGj7Z7obngWSti	i-5XfRsyaqsbNGGG3spKFVTH; i-EfLrWUocZwsV2PVnPdzohZ; i-MgqyLN2yypWAiyHpLmZGkg; i-TtTt6tncGj7Z7obngWSti	i-5XfRsyaqsbNGGG3spKFVTH; i-EfLrWUocZwsV2PVnPdzohZ; i-MgqyLN2yypWAiyHpLmZGkg; i-TtTt6tncGj7Z7obngWSti			i-5XfRsyaqsbNGGG3spKFVTH; i-EfLrWUocZwsV2PVnPdzohZ; i-MgqyLN2yypWAiyHpLmZGkg; i-TtTt6tncGj7Z7obngWSti	i-5XfRsyaqsbNGGG3spKFVTH; i-EfLrWUocZwsV2PVnPdzohZ; i-MgqyLN2yypWAiyHpLmZGkg; i-TtTt6tncGj7Z7obngWSti	True	4	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/199495/mot-199495-UbU-00035.xml
386	199596	data/199596/mot-199596-FiU-00115.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-AtvKBXC4FZbodCNyRko9RA	i-AtvKBXC4FZbodCNyRko9RA	i-AtvKBXC4FZbodCNyRko9RA			i-AtvKBXC4FZbodCNyRko9RA	i-AtvKBXC4FZbodCNyRko9RA	True	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/199596/mot-199596-FiU-00115.xml
387	199596	data/199596/mot-199596-NU-00030.xml	True	1.0	1.0	1.0	5	0	0	5	5	0.0	1.0	0.0	i-4wzmEstkwDoqsQwqUhMe6k; i-5orH1EJN5hP5LGxnLXboj2; i-9BUsH2Bn1bGihptNC5r7uq; i-FaHZVPWVR2eB2WbWdES1dK; i-QkL9NojUdzeRLYoZHg35Cx	i-4wzmEstkwDoqsQwqUhMe6k; i-5orH1EJN5hP5LGxnLXboj2; i-9BUsH2Bn1bGihptNC5r7uq; i-FaHZVPWVR2eB2WbWdES1dK; i-QkL9NojUdzeRLYoZHg35Cx	i-4wzmEstkwDoqsQwqUhMe6k; i-5orH1EJN5hP5LGxnLXboj2; i-9BUsH2Bn1bGihptNC5r7uq; i-FaHZVPWVR2eB2WbWdES1dK; i-QkL9NojUdzeRLYoZHg35Cx			i-4wzmEstkwDoqsQwqUhMe6k; i-5orH1EJN5hP5LGxnLXboj2; i-9BUsH2Bn1bGihptNC5r7uq; i-FaHZVPWVR2eB2WbWdES1dK; i-QkL9NojUdzeRLYoZHg35Cx	i-4wzmEstkwDoqsQwqUhMe6k; i-5orH1EJN5hP5LGxnLXboj2; i-9BUsH2Bn1bGihptNC5r7uq; i-FaHZVPWVR2eB2WbWdES1dK; i-QkL9NojUdzeRLYoZHg35Cx	True	5	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/199596/mot-199596-NU-00030.xml
388	199596	data/199596/mot-199596-SkU-00009.xml	True	1.0	1.0	1.0	2	0	0	2	2	0.0	1.0	0.0	i-6kLJbGLpwB9hYxDrVrkcqF; i-VQ8e4QWrW7Gvhr9MwK6fQ9	i-6kLJbGLpwB9hYxDrVrkcqF; i-VQ8e4QWrW7Gvhr9MwK6fQ9	i-6kLJbGLpwB9hYxDrVrkcqF; i-VQ8e4QWrW7Gvhr9MwK6fQ9			i-6kLJbGLpwB9hYxDrVrkcqF; i-VQ8e4QWrW7Gvhr9MwK6fQ9	i-6kLJbGLpwB9hYxDrVrkcqF; i-VQ8e4QWrW7Gvhr9MwK6fQ9	True	2	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/199596/mot-199596-SkU-00009.xml
389	199697	data/199697/mot-199697-FiU-00407.xml	False	1.0	0.07692307692307693	0.14285714285714285	1	0	12	13	1	0.9230769230769231	0.07692307692307693	0.0	i-3rnEh52NL7CXPJYcg4p7bD; i-4i5vpDVzDizjgGeYkeoK2E; i-5sxzSZSUx9KLqvREcwz58f; i-AZnaWEAg22YQ3HzVMfNSHR; i-BbWhKN8LYooYPeK77uLHBD; i-D74cdq6EQpWG5dWigfnSSw; i-ENka9fRWC7HrGDQTU4F2ah; i-GvBe798bQfFYpnaboy7YCF; i-HpykFSDEKjFd3AQrjBW2xc; i-MtQDAwnav9eHyeftxbQLvf; i-QKH1DSWytvVGtUZkzdboRg; i-QkoGcuWJuiryQZaTNFexi4; i-VvqVwyrQgUiYjtEt3CpQcM	i-AZnaWEAg22YQ3HzVMfNSHR	i-AZnaWEAg22YQ3HzVMfNSHR		i-3rnEh52NL7CXPJYcg4p7bD; i-4i5vpDVzDizjgGeYkeoK2E; i-5sxzSZSUx9KLqvREcwz58f; i-BbWhKN8LYooYPeK77uLHBD; i-D74cdq6EQpWG5dWigfnSSw; i-ENka9fRWC7HrGDQTU4F2ah; i-GvBe798bQfFYpnaboy7YCF; i-HpykFSDEKjFd3AQrjBW2xc; i-MtQDAwnav9eHyeftxbQLvf; i-QKH1DSWytvVGtUZkzdboRg; i-QkoGcuWJuiryQZaTNFexi4; i-VvqVwyrQgUiYjtEt3CpQcM	i-AZnaWEAg22YQ3HzVMfNSHR	i-3rnEh52NL7CXPJYcg4p7bD; i-4i5vpDVzDizjgGeYkeoK2E; i-5sxzSZSUx9KLqvREcwz58f; i-AZnaWEAg22YQ3HzVMfNSHR; i-BbWhKN8LYooYPeK77uLHBD; i-D74cdq6EQpWG5dWigfnSSw; i-ENka9fRWC7HrGDQTU4F2ah; i-GvBe798bQfFYpnaboy7YCF; i-HpykFSDEKjFd3AQrjBW2xc; i-MtQDAwnav9eHyeftxbQLvf; i-QKH1DSWytvVGtUZkzdboRg; i-QkoGcuWJuiryQZaTNFexi4; i-VvqVwyrQgUiYjtEt3CpQcM	False	13	12	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/199697/mot-199697-FiU-00407.xml
390	199697	data/199697/mot-199697-FöU-00049.xml	False	0.6666666666666666	1.0	0.8	2	1	0	2	3	0.0	1.0	0.3333333333333333	i-FpZhtERayFHq9rSuxCQ5k5; i-USjy9qPfM1AoHPrniSWX79	i-FpZhtERayFHq9rSuxCQ5k5; i-USjy9qPfM1AoHPrniSWX79; i-UukxhVrpswE5ADBkFe7Q3V	i-FpZhtERayFHq9rSuxCQ5k5; i-USjy9qPfM1AoHPrniSWX79	i-UukxhVrpswE5ADBkFe7Q3V		i-FpZhtERayFHq9rSuxCQ5k5; i-USjy9qPfM1AoHPrniSWX79; i-UukxhVrpswE5ADBkFe7Q3V	i-USjy9qPfM1AoHPrniSWX79; i-UukxhVrpswE5ADBkFe7Q3V	False	3	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/199697/mot-199697-FöU-00049.xml
391	199697	data/199697/mot-199697-JoU-00520.xml	True	1.0	1.0	1.0	2	0	0	2	2	0.0	1.0	0.0	i-Cj9FYr3Q5sLFjM9zvEVNNE; i-EtZPp558NBkJSFmtZFrnn	i-Cj9FYr3Q5sLFjM9zvEVNNE; i-EtZPp558NBkJSFmtZFrnn	i-Cj9FYr3Q5sLFjM9zvEVNNE; i-EtZPp558NBkJSFmtZFrnn			i-Cj9FYr3Q5sLFjM9zvEVNNE; i-EtZPp558NBkJSFmtZFrnn	i-Cj9FYr3Q5sLFjM9zvEVNNE; i-EtZPp558NBkJSFmtZFrnn	True	2	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/199697/mot-199697-JoU-00520.xml
392	199798	data/199798/mot-199798-AU-00433.xml	True	1.0	1.0	1.0	2	0	0	2	2	0.0	1.0	0.0	i-2ggBvfkHRn3s8FvFEPLxjs; i-BpXx7nwLpg9Po4oYTZPzUj	i-2ggBvfkHRn3s8FvFEPLxjs; i-BpXx7nwLpg9Po4oYTZPzUj	i-2ggBvfkHRn3s8FvFEPLxjs; i-BpXx7nwLpg9Po4oYTZPzUj			i-2ggBvfkHRn3s8FvFEPLxjs; i-BpXx7nwLpg9Po4oYTZPzUj	i-2ggBvfkHRn3s8FvFEPLxjs; i-BpXx7nwLpg9Po4oYTZPzUj	True	2	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/199798/mot-199798-AU-00433.xml
393	199798	data/199798/mot-199798-JoU-00072.xml	True	1.0	1.0	1.0	3	0	0	3	3	0.0	1.0	0.0	i-4wzmEstkwDoqsQwqUhMe6k; i-PvJTHCyJiaxUeJhG5osdHg; i-QkL9NojUdzeRLYoZHg35Cx	i-4wzmEstkwDoqsQwqUhMe6k; i-PvJTHCyJiaxUeJhG5osdHg; i-QkL9NojUdzeRLYoZHg35Cx	i-4wzmEstkwDoqsQwqUhMe6k; i-PvJTHCyJiaxUeJhG5osdHg; i-QkL9NojUdzeRLYoZHg35Cx			i-4wzmEstkwDoqsQwqUhMe6k; i-PvJTHCyJiaxUeJhG5osdHg; i-QkL9NojUdzeRLYoZHg35Cx	i-4wzmEstkwDoqsQwqUhMe6k; i-PvJTHCyJiaxUeJhG5osdHg; i-QkL9NojUdzeRLYoZHg35Cx	True	3	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/199798/mot-199798-JoU-00072.xml
394	199798	data/199798/mot-199798-UbU-00712.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-2CQ7wMBad8ihMEVBdBSjzx	i-2CQ7wMBad8ihMEVBdBSjzx	i-2CQ7wMBad8ihMEVBdBSjzx			i-2CQ7wMBad8ihMEVBdBSjzx	i-2CQ7wMBad8ihMEVBdBSjzx	True	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/199798/mot-199798-UbU-00712.xml
395	199899	data/199899/mot-199899-KU-00027.xml	True	1.0	1.0	1.0	7	0	0	7	7	0.0	1.0	0.0	i-44hG22iaE6LAaX8WoMPPk3; i-7XJQkFtojnsGkBWJ4ArrFx; i-BAB7JTqwHUAHz87bdy5smY; i-JFL6JXCEtMcVkwJqetmAZs; i-KnfRfemwD98TyCA1A8KCeX; i-Qa1ZufD1xJDN43bJxjLRPB; i-RsJr1rsFNFbn3SapToHxbM	i-44hG22iaE6LAaX8WoMPPk3; i-7XJQkFtojnsGkBWJ4ArrFx; i-BAB7JTqwHUAHz87bdy5smY; i-JFL6JXCEtMcVkwJqetmAZs; i-KnfRfemwD98TyCA1A8KCeX; i-Qa1ZufD1xJDN43bJxjLRPB; i-RsJr1rsFNFbn3SapToHxbM	i-44hG22iaE6LAaX8WoMPPk3; i-7XJQkFtojnsGkBWJ4ArrFx; i-BAB7JTqwHUAHz87bdy5smY; i-JFL6JXCEtMcVkwJqetmAZs; i-KnfRfemwD98TyCA1A8KCeX; i-Qa1ZufD1xJDN43bJxjLRPB; i-RsJr1rsFNFbn3SapToHxbM			i-44hG22iaE6LAaX8WoMPPk3; i-7XJQkFtojnsGkBWJ4ArrFx; i-BAB7JTqwHUAHz87bdy5smY; i-JFL6JXCEtMcVkwJqetmAZs; i-KnfRfemwD98TyCA1A8KCeX; i-Qa1ZufD1xJDN43bJxjLRPB; i-RsJr1rsFNFbn3SapToHxbM	i-44hG22iaE6LAaX8WoMPPk3	False	7	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/199899/mot-199899-KU-00027.xml
396	199899	data/199899/mot-199899-TU-00515.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-BHVsLDz5YDDkjyE1f5Gzz3	i-BHVsLDz5YDDkjyE1f5Gzz3	i-BHVsLDz5YDDkjyE1f5Gzz3			i-BHVsLDz5YDDkjyE1f5Gzz3	i-BHVsLDz5YDDkjyE1f5Gzz3	True	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/199899/mot-199899-TU-00515.xml
397	199899	data/199899/mot-199899-UU-00620.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-T9dFBJ1pv742mQeG3uLBtA	i-T9dFBJ1pv742mQeG3uLBtA	i-T9dFBJ1pv742mQeG3uLBtA			i-T9dFBJ1pv742mQeG3uLBtA	i-T9dFBJ1pv742mQeG3uLBtA	True	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/199899/mot-199899-UU-00620.xml
398	199920	data/19992000/mot-19992000-AU-00270.xml	False	0.0	0.0	0.0	0	0	2	2	0	1.0	0.0	0.0	i-Dt448JefoURo4sEMRH39aM; i-TEFXMjR6WsvCeeLdc2wQ82				i-Dt448JefoURo4sEMRH39aM; i-TEFXMjR6WsvCeeLdc2wQ82		i-Dt448JefoURo4sEMRH39aM; i-TEFXMjR6WsvCeeLdc2wQ82	False	2	2	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/19992000/mot-19992000-AU-00270.xml
399	199920	data/19992000/mot-19992000-SkU-00757.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-KFLLBh5CxVpZkUZaHy3pAz	i-KFLLBh5CxVpZkUZaHy3pAz	i-KFLLBh5CxVpZkUZaHy3pAz			i-KFLLBh5CxVpZkUZaHy3pAz	i-KFLLBh5CxVpZkUZaHy3pAz	True	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/19992000/mot-19992000-SkU-00757.xml
400	199920	data/19992000/mot-19992000-TU-00522.xml	True	1.0	1.0	1.0	2	0	0	2	2	0.0	1.0	0.0	i-8rgPqLrraP4U2Uu8wEKuJF; i-QobwepBp1UESUizVa8aqhL	i-8rgPqLrraP4U2Uu8wEKuJF; i-QobwepBp1UESUizVa8aqhL	i-8rgPqLrraP4U2Uu8wEKuJF; i-QobwepBp1UESUizVa8aqhL			i-8rgPqLrraP4U2Uu8wEKuJF; i-QobwepBp1UESUizVa8aqhL	i-8rgPqLrraP4U2Uu8wEKuJF; i-QobwepBp1UESUizVa8aqhL	True	2	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/19992000/mot-19992000-TU-00522.xml
401	200001	data/200001/mot-200001-SfU-00236.xml	True	1.0	1.0	1.0	7	0	0	7	7	0.0	1.0	0.0	i-2ggBvfkHRn3s8FvFEPLxjs; i-85m2VX7KSiTFeJSnapgkxu; i-97ancH8vcZWM84VcKVCDX7; i-EANGVQ7bBDvQLJRQXHptPX; i-GSfuaZB2iKY7EQ9cNr63sp; i-S5PCk5aLzcaX5qooYtMdGY; i-VHSPVhF5LjvV5m4yU1W3FJ	i-2ggBvfkHRn3s8FvFEPLxjs; i-85m2VX7KSiTFeJSnapgkxu; i-97ancH8vcZWM84VcKVCDX7; i-EANGVQ7bBDvQLJRQXHptPX; i-GSfuaZB2iKY7EQ9cNr63sp; i-S5PCk5aLzcaX5qooYtMdGY; i-VHSPVhF5LjvV5m4yU1W3FJ	i-2ggBvfkHRn3s8FvFEPLxjs; i-85m2VX7KSiTFeJSnapgkxu; i-97ancH8vcZWM84VcKVCDX7; i-EANGVQ7bBDvQLJRQXHptPX; i-GSfuaZB2iKY7EQ9cNr63sp; i-S5PCk5aLzcaX5qooYtMdGY; i-VHSPVhF5LjvV5m4yU1W3FJ			i-2ggBvfkHRn3s8FvFEPLxjs; i-85m2VX7KSiTFeJSnapgkxu; i-97ancH8vcZWM84VcKVCDX7; i-EANGVQ7bBDvQLJRQXHptPX; i-GSfuaZB2iKY7EQ9cNr63sp; i-S5PCk5aLzcaX5qooYtMdGY; i-VHSPVhF5LjvV5m4yU1W3FJ	i-2ggBvfkHRn3s8FvFEPLxjs; i-85m2VX7KSiTFeJSnapgkxu; i-97ancH8vcZWM84VcKVCDX7; i-EANGVQ7bBDvQLJRQXHptPX; i-GSfuaZB2iKY7EQ9cNr63sp; i-S5PCk5aLzcaX5qooYtMdGY; i-VHSPVhF5LjvV5m4yU1W3FJ	True	7	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/200001/mot-200001-SfU-00236.xml
402	200001	data/200001/mot-200001-SkU-00690.xml	True	1.0	1.0	1.0	2	0	0	2	2	0.0	1.0	0.0	i-Ev13DrJjHbo85jEmQ5EPLM; i-NXNY6RqNuERrrfDVTJBFkt	i-Ev13DrJjHbo85jEmQ5EPLM; i-NXNY6RqNuERrrfDVTJBFkt	i-Ev13DrJjHbo85jEmQ5EPLM; i-NXNY6RqNuERrrfDVTJBFkt			i-Ev13DrJjHbo85jEmQ5EPLM; i-NXNY6RqNuERrrfDVTJBFkt	i-Ev13DrJjHbo85jEmQ5EPLM; i-NXNY6RqNuERrrfDVTJBFkt	True	2	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/200001/mot-200001-SkU-00690.xml
403	200001	data/200001/mot-200001-TU-00704.xml	True	1.0	1.0	1.0	9	0	0	9	9	0.0	1.0	0.0	i-2aZQBvMx8o6ihusfvExbt8; i-6MWLY5JdykMGLLUo96skfp; i-6nbWfYQYwqJtM2XLoDTFkR; i-GE8V8xQLUeUXqQYs9agnuG; i-LB9Tn6B1RXiAHZEWEK1hYC; i-LgwL3h3Wb698c2z8QDDaab; i-LiU5ea9nzx8jxEHi7pUpjU; i-MMar3ymewi3De3DPoKYJD8; i-XhKn9p4oQVJvYzm2h78jih	i-2aZQBvMx8o6ihusfvExbt8; i-6MWLY5JdykMGLLUo96skfp; i-6nbWfYQYwqJtM2XLoDTFkR; i-GE8V8xQLUeUXqQYs9agnuG; i-LB9Tn6B1RXiAHZEWEK1hYC; i-LgwL3h3Wb698c2z8QDDaab; i-LiU5ea9nzx8jxEHi7pUpjU; i-MMar3ymewi3De3DPoKYJD8; i-XhKn9p4oQVJvYzm2h78jih	i-2aZQBvMx8o6ihusfvExbt8; i-6MWLY5JdykMGLLUo96skfp; i-6nbWfYQYwqJtM2XLoDTFkR; i-GE8V8xQLUeUXqQYs9agnuG; i-LB9Tn6B1RXiAHZEWEK1hYC; i-LgwL3h3Wb698c2z8QDDaab; i-LiU5ea9nzx8jxEHi7pUpjU; i-MMar3ymewi3De3DPoKYJD8; i-XhKn9p4oQVJvYzm2h78jih			i-2aZQBvMx8o6ihusfvExbt8; i-6MWLY5JdykMGLLUo96skfp; i-6nbWfYQYwqJtM2XLoDTFkR; i-GE8V8xQLUeUXqQYs9agnuG; i-LB9Tn6B1RXiAHZEWEK1hYC; i-LgwL3h3Wb698c2z8QDDaab; i-LiU5ea9nzx8jxEHi7pUpjU; i-MMar3ymewi3De3DPoKYJD8; i-XhKn9p4oQVJvYzm2h78jih	i-2aZQBvMx8o6ihusfvExbt8; i-6MWLY5JdykMGLLUo96skfp; i-6nbWfYQYwqJtM2XLoDTFkR; i-GE8V8xQLUeUXqQYs9agnuG; i-LB9Tn6B1RXiAHZEWEK1hYC; i-LgwL3h3Wb698c2z8QDDaab; i-LiU5ea9nzx8jxEHi7pUpjU; i-MMar3ymewi3De3DPoKYJD8; i-XhKn9p4oQVJvYzm2h78jih	True	9	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/200001/mot-200001-TU-00704.xml
404	200102	data/200102/mot-200102-MJU-00448.xml	True	1.0	1.0	1.0	4	0	0	4	4	0.0	1.0	0.0	i-2aZQBvMx8o6ihusfvExbt8; i-7XJQkFtojnsGkBWJ4ArrFx; i-Qa1ZufD1xJDN43bJxjLRPB; i-XhKn9p4oQVJvYzm2h78jih	i-2aZQBvMx8o6ihusfvExbt8; i-7XJQkFtojnsGkBWJ4ArrFx; i-Qa1ZufD1xJDN43bJxjLRPB; i-XhKn9p4oQVJvYzm2h78jih	i-2aZQBvMx8o6ihusfvExbt8; i-7XJQkFtojnsGkBWJ4ArrFx; i-Qa1ZufD1xJDN43bJxjLRPB; i-XhKn9p4oQVJvYzm2h78jih			i-2aZQBvMx8o6ihusfvExbt8; i-7XJQkFtojnsGkBWJ4ArrFx; i-Qa1ZufD1xJDN43bJxjLRPB; i-XhKn9p4oQVJvYzm2h78jih	i-2aZQBvMx8o6ihusfvExbt8; i-7XJQkFtojnsGkBWJ4ArrFx; i-Qa1ZufD1xJDN43bJxjLRPB; i-XhKn9p4oQVJvYzm2h78jih	True	4	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/200102/mot-200102-MJU-00448.xml
405	200102	data/200102/mot-200102-SkU-00459.xml	True	1.0	1.0	1.0	12	0	0	12	12	0.0	1.0	0.0	i-6nbWfYQYwqJtM2XLoDTFkR; i-BAB7JTqwHUAHz87bdy5smY; i-BvxBJicYo5FW1E9fuXk8LW; i-Cj9FYr3Q5sLFjM9zvEVNNE; i-KoshphacAWMdvHAZ62MAi2; i-LiU5ea9nzx8jxEHi7pUpjU; i-LmkkKmc2XQLDmqAXoGoovP; i-LzYBGnvuhNHdQ7LQKPA6UJ; i-QCRg2KTsg7cQV6CGsVeAfY; i-SbqwWiFTQv4uwRAq9u9evX; i-SxwXtVqzR6fyXB2uQfozAQ; i-pSqD9LHdbNUrj3thRcKhS	i-6nbWfYQYwqJtM2XLoDTFkR; i-BAB7JTqwHUAHz87bdy5smY; i-BvxBJicYo5FW1E9fuXk8LW; i-Cj9FYr3Q5sLFjM9zvEVNNE; i-KoshphacAWMdvHAZ62MAi2; i-LiU5ea9nzx8jxEHi7pUpjU; i-LmkkKmc2XQLDmqAXoGoovP; i-LzYBGnvuhNHdQ7LQKPA6UJ; i-QCRg2KTsg7cQV6CGsVeAfY; i-SbqwWiFTQv4uwRAq9u9evX; i-SxwXtVqzR6fyXB2uQfozAQ; i-pSqD9LHdbNUrj3thRcKhS	i-6nbWfYQYwqJtM2XLoDTFkR; i-BAB7JTqwHUAHz87bdy5smY; i-BvxBJicYo5FW1E9fuXk8LW; i-Cj9FYr3Q5sLFjM9zvEVNNE; i-KoshphacAWMdvHAZ62MAi2; i-LiU5ea9nzx8jxEHi7pUpjU; i-LmkkKmc2XQLDmqAXoGoovP; i-LzYBGnvuhNHdQ7LQKPA6UJ; i-QCRg2KTsg7cQV6CGsVeAfY; i-SbqwWiFTQv4uwRAq9u9evX; i-SxwXtVqzR6fyXB2uQfozAQ; i-pSqD9LHdbNUrj3thRcKhS			i-6nbWfYQYwqJtM2XLoDTFkR; i-BAB7JTqwHUAHz87bdy5smY; i-BvxBJicYo5FW1E9fuXk8LW; i-Cj9FYr3Q5sLFjM9zvEVNNE; i-KoshphacAWMdvHAZ62MAi2; i-LiU5ea9nzx8jxEHi7pUpjU; i-LmkkKmc2XQLDmqAXoGoovP; i-LzYBGnvuhNHdQ7LQKPA6UJ; i-QCRg2KTsg7cQV6CGsVeAfY; i-SbqwWiFTQv4uwRAq9u9evX; i-SxwXtVqzR6fyXB2uQfozAQ; i-pSqD9LHdbNUrj3thRcKhS	i-6nbWfYQYwqJtM2XLoDTFkR; i-BAB7JTqwHUAHz87bdy5smY; i-BvxBJicYo5FW1E9fuXk8LW; i-Cj9FYr3Q5sLFjM9zvEVNNE; i-KoshphacAWMdvHAZ62MAi2; i-LiU5ea9nzx8jxEHi7pUpjU; i-LmkkKmc2XQLDmqAXoGoovP; i-LzYBGnvuhNHdQ7LQKPA6UJ; i-QCRg2KTsg7cQV6CGsVeAfY; i-SbqwWiFTQv4uwRAq9u9evX; i-SxwXtVqzR6fyXB2uQfozAQ; i-pSqD9LHdbNUrj3thRcKhS	True	12	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/200102/mot-200102-SkU-00459.xml
406	200102	data/200102/mot-200102-UbU-00324.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-Q6uWG1k3pbJio9CebNs3Cz	i-Q6uWG1k3pbJio9CebNs3Cz	i-Q6uWG1k3pbJio9CebNs3Cz			i-Q6uWG1k3pbJio9CebNs3Cz	i-Q6uWG1k3pbJio9CebNs3Cz	True	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/200102/mot-200102-UbU-00324.xml
